EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE
NONCD0002238,TERMINIX PEST CONTROL,3495 LEO ST,WINSTON-SALEM,FORSYTH,36.1344,-80.23945
NONCD0002242,"FLAME REFRACTORIES, INC",152 AMERICAN DR,OAKBORO,STANLY,35.21529,-80.31617
NONCD0002243,ORR ROAD (RESIDENTIAL),ORR ROAD,CHARLOTTE,MECKLENBURG,35.265556,-80.767387
NONCD0002251,PLEASANT GARDEN RD CONTAMINATION,PLEASANT GARDEN RD & LAUREL,PLEASANT GARDEN,GUILFORD,35.964265,-79.762915
NONCD0002253,PAINTER WELL,108 BARNES STREET,BELMONT,GASTON,35.251838,-81.053392
NONCD0002254,PAK-LITE,6508 EAST WASHINGTON ST.,MEBANE,ORANGE,36.084252,-79.230907
NONCD0002256,PALOMINO CLUB,9607 ALBEMARLE ROAD,CHARLOTTE,MECKLENBURG,35.21097,-80.679526
NONCD0002260,PANTRY 824 SOLVENTS,8925 NATIONS FORD ROAD,CHARLOTTE,MECKLENBURG,35.1359,-80.89172
NONCD0002262,PANTRY 421 FORMER,P. O. BOX 1410,CANTON,HAYWOOD,35.532222,-82.864444
NONCD0002263,HAYWOOD RD CONTAMINATION,520 HAYWOOD RD,ASHEVILLE,BUNCOMBE,35.578375,-82.584678
NONCD0002264,PARK STREET SOLVENT SITE,INTERSECTION OF NC 273 AND WIL,BELMONT,GASTON,35.250548,-81.028704
NONCD0002265,SOUTHERN STATES COOP-WILSON SERVICE,6601 WARD BLVD,WILSON,WILSON,35.70716,-77.90879
NONCD0002267,PARKER HANNIFIN CORPORATION,310 KINGOLD BOULEVARD,SNOW HILL,GREENE,35.45177,-77.6866
NONCD0002268,PARKER HANNIFIN-WILSON,2600 WILCO BLVD.,WILSON,WILSON,35.688899,-77.911059
NONCD0002270,PARKER NALL WELL,8702-B STATESVILLE RD,CHARLOTTE,MECKLENBURG,35.339906,-80.841077
NONCD0002276,AFFORDABLE AUTO REPAIR,500 W FRANKLIN BLVD,GASTONIA,GASTON,35.26259,-81.19058
NONCD0002277,PAZIUK WAREHOUSE,710 SUNNYVALE DRIVE,WILMINGTON,NEW HANOVER,34.1738,-77.9389
NONCD0002280,"PCS NITROGEN, FMRLY ARCADIAN",2830 HWY 421 NORTH,WILMINGTON,NEW HANOVER,34.27803,-77.95706
NONCD0002284,GOLF COURSE MAINTENANCE BLDG,499 CHARLOTTE ST,ASHEVILLE,BUNCOMBE,35.61387,-82.54657
NONCD0002287,PEOPLES CLEANERS,1930 BEATTIES FORD ROAD,CHARLOTTE,MECKLENBURG,35.26176,-80.8548
NONCD0002289,"DUNN, R.F. PROPERTY",6425 GLENWOOD AVE,RALEIGH,WAKE,35.857636,-78.707594
NONCD0002290,HILLIARD FOREST,7503 GREEN HOPE SCHOOL RD,CARY,WAKE,35.79934,-78.8966
NONCD0002292,PERDUE FARMS - LIBERTY - SOLVENTS,2607 OLD HIGHWAY 421,STALEY,RANDOLPH,35.81062,-79.55437
NONCD0002293,PERFECTING SERVICE DIVISION,332 ATANDO AVENUE,CHARLOTTE,MECKLENBURG,35.25581,-80.81283
NONCD0002294,PERIGON,107 INDUSTRIAL DRIVE,MATTHEWS,MECKLENBURG,35.126037,-80.729106
NONCD0002295,SAINT FRANCES DRIVE CONTAMINATION,5916 SAINT FRANCES DRIVE,CHARLOTTE,MECKLENBURG,35.33288,-80.84054
NONCD0002296,PETROLEUM TANK SERVICE #2,7335 ORR ROAD,CHARLOTTE,MECKLENBURG,35.267439,-80.743386
NONCD0002298,PHARR YARNS - STERLING,217 STERLING ST,BELMONT,GASTON,35.247206,-81.026365
NONCD0002299,PHARR YARNS SLUDGE LANDFILL,NEAR INTERSECTION HWY 7 & SR22,MCADENVILLE,GASTON,35.29362,-81.10133
NONCD0002300,MARGARET WALLACE ROAD SITE,3534 MARGARET WALLACE RD,MATTHEWS,MECKLENBURG,35.1613,-80.71651
NONCD0002301,PIEDMONT CIRCUITS,TELECOMM DR.,CREEDMOOR,GRANVILLE,36.13678,-78.73298
NONCD0002303,PIEDMONT METALS,OLD HWY 29,LEXINGTON,DAVIDSON,35.80355,-80.28443
NONCD0002304,CONOVER CHAIR COMPANY,210 FOURTH ST,CONOVER,CATAWBA,35.912978,-77.802278
NONCD0002306,"PIKE ELECTRIC, INC.",418 SMITH STREET,MT. AIRY,SURRY,36.50566,-80.60257
NONCD0002307,"PILCH, INC (FORMERLY PEARTREE RD)",PILCH RD,TROUTMAN,IREDELL,35.70129,-80.84354
NONCD0002308,PILKINGTON-LIBBY OWEN FORD,US HIGHWAY 74 EAST,LAURINBURG,SCOTLAND,34.749606,-79.392153
NONCD0002310,PINE ISLAND DRIVE,10135 LITTLE FIELD RD,CHARLOTTE,MECKLENBURG,35.294901,-80.973546
NONCD0002311,PINE STATE KNITWEAR - C,630 INDEPENDENCE BL,MOUNT AIRY,SURRY,36.502655,-80.619809
NONCD0002314,JOHNSON PROPERTY,114 STAGE COACH TRAIL,GREENSBORO,GUILFORD,36.07819,-79.912138
NONCD0002319,"POLYLOK, INC./WELLINGTON SEARS",3006 ANACONDA RD.,TARBORO,EDGECOMBE,35.91299,-77.58984
NONCD0002321,PONDVIEW LANE,PONDVIEW LANE,DURHAM,DURHAM,36.1168,-78.9051
NONCD0002323,POST ROAD SITE,612 N. POST RD,SHELBY,CLEVELAND,35.29557,-81.48704
NONCD0002324,NCDOT PROPERTY-PARCEL 7B,510 W 4TH ST,CHARLOTTE,MECKLENBURG,35.23015,-80.84835
NONCD0002325,SUNSET DRIVE SOLVENTS,SUNSET DR,MINT HILL,MECKLENBURG,35.180704,-80.649678
NONCD0002326,"POWELL AND STOKES, INC",225 US 13N,WINDSOR,BERTIE,36.01939,-76.95635
NONCD0002327,POWELL LUMBER COMPANY,CROMPTON STREET,CHARLOTTE,MECKLENBURG,35.11622,-80.913965
NONCD0002329,PRICES PHILLIPS 66,1601 ROOSEVELT AVE,MONROE,UNION,34.99678,-80.54617
NONCD0002330,"PRIDDY PROPERTY, WINIFRED",4707 HIGHWAY 8 N.,LAWSONVILLE,STOKES,36.488419,-80.2324
NONCD0002331,PRIME EQUIPMENT COMPANY,1901 SOUTH TRYON STREET,CHARLOTTE,MECKLENBURG,35.213055,-80.863888
NONCD0002332,PROCTOR & GAMBLE - WEIGH SCALES,6200 BRYAN PARK ROAD,BROWNS SUMMIT,GUILFORD,36.17555,-79.72083
NONCD0002333,PRODUCER SERVICE & SUPPLY,4084 NC HWY 186,SEABOARD,NORTHAMPTON,36.496944,-77.429166
NONCD0002337,"PSNC ENERGY MOORESVILLE, FORMER",1116 & 1122 NORTH MAIN STREET,MOORESVILLE,IREDELL,35.59103,-80.79161
NONCD0002338,PSNC OPERATIONS AND GARAGE,3001 HARVARD AVENUE,DURHAM,DURHAM,35.98856,-78.86124
NONCD0002339,CARDINAL CHEMICAL,4715 GRAFTON RD,GREENSBORO,GUILFORD,36.145905,-79.734425
NONCD0002341,PUBLIC SERVICE CO. - MARIETTA - SOLVENTS,900 NORTH MARIETTA STREET,GASTONIA,GASTON,35.27626,-81.18184
NONCD0002342,PUBLIC SERVICE COMPANY OF NORTH CAROLINA,433 DRAKE STREET,STATESVILLE,IREDELL,35.77705,-80.89968
NONCD0002344,PUGHS CAR CARE CENTER,2209 SOUTH CROATAN HIGHWAY,NAGS HEAD,DARE,35.99109,-75.64675
NONCD0002345,"PUROLATOR PRODUCTS, INC.",3200 NATAL STREET,FAYETTEVILLE,CUMBERLAND,35.013,-78.92069
NONCD0002346,"UNIFI, INC",2920 VANCE ST,REIDSVILLE,ROCKINGHAM,36.35234,-79.6974
NONCD0002348,QUALEX,2519 DISTRIBUTION STREET,CHARLOTTE,MECKLENBURG,35.20521,-80.86732
NONCD0002349,QUALIFIED METAL - OLD WINSTON,950 OLD WINSTON RD.,WINSTON-SALEM,FORSYTH,36.11191,-80.10035
NONCD0002350,QUALITY FOREST PRODUCTS,HWY 301,ENFIELD,HALIFAX,36.15465,-77.693
NONCD0002351,QUALITY METALS INC.,1111 OATES ROAD,GASTONIA,GASTON,35.268696,-81.249728
NONCD0002354,R. J. REYNOLDS - QUALITY BLDG.,100 S. CHESTNUT ST.,WINSTON-SALEM,FORSYTH,36.09523,-80.24287
NONCD0002355,"R. W. MCCOLLUM CO., INC. - B",107 W. MEADOWVIEW RD.,GREENSBORO,GUILFORD,36.03806,-79.79311
NONCD0002356,R.H. BOULIGNY #2,2320 NORTH DAVIDSON STREET,CHARLOTTE,MECKLENBURG,35.240341,-80.813384
NONCD0002357,WALKER AVE CURB MARKET (FRMR),437-441 SPRING GARDEN ST,GREENSBORO,GUILFORD,36.0678,-79.79649
NONCD0002358,OLD SALISBURY ROAD WELLS,OLD SALISBURY RD,ALBEMARLE,STANLY,35.378896,-80.2163
NONCD0002359,RACHEL STREET PCE SITE,102 RACHEL ST,MT. HOLLY,GASTON,35.31613,-81.04803
NONCD0002361,RADIOSHACK PROPERTY,111 OLD BEE TREE ROAD,SWANNANOA,BUNCOMBE,35.61901,-82.43441
NONCD0002363,BOYD'S CLEANERS,295 MASON DREWERY RD,MANSON,WARREN,36.4286,-78.29399
NONCD0002365,RALEIGH WELDING WORKS (FORMER),414 SOUTH EAST STREET,RALEIGH,WAKE,35.7749,-78.6326
NONCD0002367,BETSY JOHNSON REGIONAL HOSPITAL,800 TILGHMAN DR,DUNN,HARNETT,35.30654,-78.63462
NONCD0002368,EASTERN CAR CARE (FRMR),703 E MAIN ST,MURFREESBORO,HERTFORD,36.4429,-77.09283
NONCD0002369,RAMSEY PRODUCTS,3701 PERFORMANCE ROAD,CHARLOTTE,MECKLENBURG,35.2574,-80.987369
NONCD0002372,RANDOLPH SCH. - BUS GARAGE-B,2234-AENTERPRISE ST.,ASHEBORO,RANDOLPH,35.675757,-79.825407
NONCD0002373,RANGER TRANSPORT WELL,6624 LAKEVIEW RD,CHARLOTTE,MECKLENBURG,35.33879,-80.828767
NONCD0002374,RAY PAVING (FORMER)/98 FOOD MART,995 DURHAM RD,WAKE FOREST,WAKE,35.976,-78.547
NONCD0002377,RC MOTOR COMPANY,6921 CAPITAL BLVD,RALEIGH,WAKE,35.87963,-78.57357
NONCD0002378,REA CONSTRUCTION-ROCKY MOUNT,1970 TANNER RD,ROCKY MOUNT,EDGECOMBE,35.98273,-77.77505
NONCD0002379,REA CONSTRUCTION-WEST RALEIGH,5801 CHAPEL HILL RD,RALEIGH,WAKE,35.78868,-78.72239
NONCD0002380,SUTTON PARK GROCERY,2701 WALKUP AVE,MONROE,UNION,34.99076,-80.50217
NONCD0002381,"REDDICK FUMIGANTS, INC.",3002 WEST MAIN STREET,WILLIAMSTON,MARTIN,35.84078,-77.08932
NONCD0002383,REECE MOSS RESIDENCE,1630 ARMSTRONG FORD RD,BELMONT,GASTON,35.20879,-81.07199
NONCD0002384,"REEVES BROTHERS, INC.",1135 MONTGOMERY AVE,ALBEMARLE,STANLY,35.35589,-80.1814
NONCD0002385,REIDSVILLE INDUSTRIAL PARK,US HIGHWAY 29 BYPASS & REIDSVI,REIDSVILLE,ROCKINGHAM,36.309357,-79.664766
NONCD0002386,REINHARDT CIRCLE TCE SITE,REINHARDT CIRCLE,IRON STATION,LINCOLN,35.46555,-81.130122
NONCD0002388,RENTZ OIL CO.-KENAN TRANSPORT,2502 RICHARDSON DR.,REIDSVILLE,ROCKINGHAM,36.33343,-79.694019
NONCD0002389,APACHE WELLS,640 APACHE PATH,MARION,MCDOWELL,35.64212,-82.03483
NONCD0002390,"REXAM FACILITY, FORMER",700 CRESTDALE ROAD,MATTHEWS,MECKLENBURG,35.11641,-80.70916
NONCD0002391,REXAM CORPORATION - B,2619 PHOENIX DRIVE,GREENSBORO,GUILFORD,36.00995,-79.83621
NONCD0002392,REYNOLDS & SON CONSTRUCTION,11401 LAWYERS ROAD,MINT HILL,MECKLENBURG,35.17269,-80.6555
NONCD0002396,"RHYNE MILLS, INC.","HWY 150, LINCOLNTON",LINCOLNTON,LINCOLN,35.44458,-81.27962
NONCD0002397,RHYNE ROAD,RHYNE ROAD,CHARLOTTE,MECKLENBURG,35.290068,-80.970026
NONCD0002400,RICHMOND APPAREL/FRUIT OF THE LOOM,HWY 74 WEST,ROCKINGHAM,RICHMOND,34.953416,-79.795789
NONCD0002404,RITTER MILLWORKS SHOP,2913 CASTLE HAYNE RD,CASTLE HAYNE,NEW HANOVER,34.298055,-77.922222
NONCD0002405,RIVENBARK RESIDENCE,1831 VANCE ST.,ROCKY MOUNT,EDGECOMBE,35.918333,-77.8
NONCD0002406,"ROACH, INC (HALE TRAILER..)",1335 IVEY CLINE ROAD,CONCORD,CABARRUS,35.39867,-80.70218
NONCD0002408,UNC-PHILLIPS HALL,120 E CAMERON AVE,CHAPEL HILL,ORANGE,35.91065,-79.05263
NONCD0002410,ROCKWELL WELL 003,HWY 52,ROCKWELL,ROWAN,35.550329,-80.406391
NONCD0002411,CORBETT RIDGE GROCERY,4887 CORBETT RIDGE RD,YANCEYVILLE,CASWELL,36.2493,-79.23867
NONCD0002416,ROGERS REALTY PROPERTY,502 W MORGAN ST,RALEIGH,WAKE,35.77998,-78.64635
NONCD0002418,ROGOSIN CONVERTERS (KORDSA USA),17780 ARMSTRONG RD,LAUREL HILL,SCOTLAND,34.808652,-79.524721
NONCD0002419,ROHM & HAAS,215 LAWTON ROAD,CHARLOTTE,MECKLENBURG,35.272245,-80.886618
NONCD0002420,APAC MAINTENANCE SHOP (FRMR),240 CENTER ST,JACKSONVILLE,ONSLOW,34.75271,-77.38277
NONCD0002421,"ROHR CHEMICAL, INC.",694 SHERIDAN FORREST RD.,GOLDSBORO,WAYNE,35.33328,-77.94612
NONCD0002423,ROUNTREE PLANTATION GARDEN CENTER,517 ROUNTREE ROAD,CHARLOTTE,MECKLENBURG,35.1712,-80.88196
NONCD0002424,ROWLAND WELL,1703 DANIEL STREET,KANNAPOLIS,ROWAN,35.508925,-80.650246
NONCD0002427,ROYSTER-CLARK FERTILIZER FACILITY,3210 TAYLORSVILLE HIGHWAY,STATESVILLE,IREDELL,35.79668,-80.93705
NONCD0002428,"RUDD RESIDENCE, GEORGE",1263 N. NC 87,ELON COLLEGE,ALAMANCE,36.139152,-79.496947
NONCD0002431,RUS,3775 INDUSTRIAL DR.,WINSTON-SALEM,FORSYTH,36.14959,-80.24081
NONCD0002433,"RYERSON FACILITY, FORMER",5435 HOVIS ROAD,CHARLOTTE,MECKLENBURG,35.27687,-80.89877
NONCD0002434,S&W CHEMICAL - SOLVENTS,OLD US 70A,CONOVER,CATAWBA,35.718285,-81.235613
NONCD0002435,MY FAVORITE MARTIN TRUCK ACCIDENT,US 221 S RT OF WAY,MARION,MCDOWELL,35.91469,-81.93896
NONCD0002437,SALEM ELECTRIC,801 BETHESDA ROAD,WINSTON-SALEM,FORSYTH,36.082616,-80.295513
NONCD0002438,SALEM UNIFORM SERVICES FACILITY,4015 NORTH CHERRY STREET,WINSTON-SALEM,FORSYTH,36.141409,-80.263713
NONCD0002439,SALVAGE BUILDING MATERIALS - SOLVENT,920 N. LIBERTY STREET,WINSTON-SALEM,FORSYTH,36.10585,-80.24066
NONCD0002440,SAM'S MART #788,3101 SUMMIT AVE.,GREENSBORO,GUILFORD,36.11359,-79.7654
NONCD0002442,SANDERSON NISSAN-NONUST,3475 MYER LEE DRIVE,WINSTON-SALEM,FORSYTH,36.11106,-80.16955
NONCD0002443,SANDS & COMPANY - SOLVENTS,3112 NORTHWEST BOULEVARD,GASTONIA,GASTON,35.278207,-81.220327
NONCD0002444,SANFATEX,HIGHWAY 211,RED SPRINGS,ROBESON,34.83445,-79.18186
NONCD0002445,SANTARO HOT MIX ASPHALT PLANT,INTERSECTION OF NC HIGHWAY 66,KERNERSVILLE,FORSYTH,36.02442,-80.05682
NONCD0002446,SAPONA MILLS,311 EAST ROSE STREET,SANFORD,LEE,35.47359,-79.16439
NONCD0002447,SAUCEDO PROP. / NCDOT SITE #69,US HWY. 701,NEWTON GROVE,JOHNSTON,35.331388,-78.361111
NONCD0002448,SBI FACILITY,121 EAST TRYON RD,RALEIGH,WAKE,35.73458,-78.636257
NONCD0002455,STATON ROAD SOLVENT CONTAMINATION,STATON RD,GREENVILLE,PITT,35.65425,-77.35993
NONCD0002456,SEARS 8075 SOLVENTS,11407 GRANITE ST,CHARLOTTE,MECKLENBURG,35.11307,-80.92799
NONCD0002457,SHERFIELD RD WELLS,SHEFIELD ROAD,COLFAX,GUILFORD,36.110995,-80.017115
NONCD0002459,SERVCO GASTONIA - SOLVENTS,1612 WEST FRANKLIN BOULEVARD,GASTONIA,GASTON,35.26043,-81.211404
NONCD0002460,SERVCO STATION (FORMER),520 N CANNON BLVD,KANNAPOLIS,CABARRUS,35.501579,-80.608479
NONCD0002461,SEVEN LAKES WELL # 3,NC 211,SEVEN LAKES,MOORE,35.26313,-79.58476
NONCD0002464,SHELBY ROAD PCE SITE,1505 SHELBY RD,KINGS MOUNTAIN,CLEVELAND,35.239387,-81.376004
NONCD0002465,SHELBY WILLIAMS - STATESVILLE PLANT,401 MEACHAM ROAD,STATESVILLE,IREDELL,35.79279,-80.92375
NONCD0002466,SHIELDS MOBILE HOME PARK,1341HWY 87 NORTH,ELON COLLEGE,ALAMANCE,36.141757,-79.497315
NONCD0002469,WR BOYD INVESTMENTS,90 HOWELL MILL RD,WAYNESVILLE,HAYWOOD,35.50212,-82.98703
NONCD0002471,NAPLES ASHEVILLE HWY PCE,US 25 & I 26,NAPLES,HENDERSON,35.39734,-82.50681
NONCD0002472,SIDES RESIDENCE,336 FIELDING ROAD,CHARLOTTE,MECKLENBURG,35.295277,-80.941872
NONCD0002473,SIERRA PROPERTY,725 S. ELM STREET,GREENSBORO,GUILFORD,36.064165,-79.790672
NONCD0002474,"SINK PROPERTY, CHARLES",VANCE STREET,NORTH WILKESBORO,WILKES,36.16027,-81.13694
NONCD0002475,SIRCHIE FINGERPRINT LAB,5831 TRIANGLE DR,RALEIGH,WAKE,35.897365,-78.744421
NONCD0002478,"SMITH RESIDENCE, LUCY",215 STAGECOACH TRAIL,GREENSBORO,GUILFORD,36.08133,-79.91309
NONCD0002479,RAILYARD PARKING LOT,120 BARNHARDT ST,GREENSBORO,GUILFORD,36.066559,-79.791929
NONCD0002481,SMITHS DRY CLEANERS #2,225 GORDON AVENUE,STATESVILLE,IREDELL,35.78702,-80.888658
NONCD0002482,PIRICZKY/PRICE SERVICE STATION,8287 HWY 306 S,ARAPAHOE,PAMLICO,35.023203,-76.824858
NONCD0002483,SMOKY MOUNTAIN MACHINE,80 MCINTOSH RD.,ASHEVILLE,BUNCOMBE,35.54661,-82.60789
NONCD0002486,"SNYDER RESIDENCE, ROY",3142NEW CUT RD.,LEXINGTON,DAVIDSON,35.73795,-80.12463
NONCD0002489,"SOUTH ATLANTIC SERVICES, INC",3527 HWY 421 N,WILMINGTON,NEW HANOVER,34.29148,-77.97199
NONCD0002490,NATIONAL FLEET SUPPLY,6613 STATESVILLE RD,CHARLOTTE,MECKLENBURG,35.31217,-80.83935
NONCD0002492,SOUTH SEA RATTAN - FAIRFAX ROAD,1702 & 1708 FAIRFAX ROAD,GREENSBORO,GUILFORD,36.045653,-79.873548
NONCD0002493,SOUTHAMPTON RAQUET CLUB,2813 KENDRICK ROAD,GASTONIA,GASTON,35.211611,-81.123654
NONCD0002497,SOUTHERN CAST,801 PECAN AVENUE,CHARLOTTE,MECKLENBURG,35.2175,-80.815277
NONCD0002498,SOUTHERN GRAPHICS SYSTEMS,2406 N. 23RD STREET,WILMINGTON,NEW HANOVER,34.2646,-77.9191
NONCD0002499,KILL DEVIL HILLS AMOCO,US 158 & EDEN ST,KILL DEVIL HILLS,DARE,36.0440226,-75.6786739
NONCD0002500,SOUTHERN METALS - SOLVENTS,2200 DONALD ROSS ROAD,CHARLOTTE,MECKLENBURG,35.220277,-80.893055
NONCD0002501,SOUTHERN PLASTICS ENGINEERING,4643 N.HWY 29,GREENSBORO,GUILFORD,36.1609,-79.7236
NONCD0002503,"PADGETT PROPERTIES, LLC",2043 LEJEUNE BLVD,JACKSONVILLE,ONSLOW,34.742,-77.36873
NONCD0002506,PAWLEY DRIVE CONTAMINATION,312 PAWLEY DRIVE,CHARLOTTE,MECKLENBURG,35.30032,-80.984
NONCD0002510,SOUTHSIDE HOME & GARDEN,NC HWY 33 E,CHOCOWINITY,BEAUFORT,35.50591,-77.08883
NONCD0002511,SOUTH BRUNSWICK MIDDLE SCHOOL,100 COUGAR DRIVE,SOUTHPORT,BRUNSWICK,34.00773,-78.04977
NONCD0002512,SPANCO INDUSTRIES,1604 BOON TRAIL RD.,SANFORD,LEE,35.50857,-79.20912
NONCD0002515,BOYETTE PROPERTY,403 FOREST HILLS RD,WILSON,WILSON,35.75081,-77.93877
NONCD0002516,SPECTRUM DYED YARNS,422 15TH STREET SW,HICKORY,CATAWBA,35.72702,-81.366057
NONCD0002520,SPEIZMAN PROPERTY,4801 SILABERT AVENUE,CHARLOTTE,MECKLENBURG,35.19069,-80.78316
NONCD0002522,JIFFY MART,1801 N RALEIGH ST,ROCKY MOUNT,EDGECOMBE,35.945667,-77.764339
NONCD0002527,SQUARE D - CATCH BASIN,1809 AIRPORT RD,MONROE,UNION,35.02819,-80.62173
NONCD0002528,ST WOOTEN ASPHALT /P-27,SR 1301 (GREEN POND RD.),SIMS,WILSON,35.767222,-78.058888
NONCD0002529,BASSETT FURNITURE-WEIMAN PLANT,1603 LEONARD ST,RAMSEUR,RANDOLPH,35.73571,-79.65731
NONCD0002531,STANLEY FASTENING,2903 LEE AVE,SANFORD,LEE,35.44943,-79.1433
NONCD0002532,"STAPLES, L.P.",105 RAGSDALE RD.,JAMESTOWN,GUILFORD,35.99096,-79.93854
NONCD0002533,STAR AMERICA INC - MT PLEASANT,8455 NC HWY 49N,MT. PLEASANT,CABARRUS,35.41097,-80.43445
NONCD0002534,STARMOUNT CO-GREEN VALLEY RD,702-800 GREEN VALLEY RD,GREENSBORO,GUILFORD,36.09138,-79.81833
NONCD0002535,STARNES MOBILE HOME,2111 31ST AVE DR NE,HICKORY,CATAWBA,35.769893,-81.289995
NONCD0002536,STATE ROAD GROCERY,1930 US 21,STATE ROAD,SURRY,36.337967,-80.882755
NONCD0002540,STEELE CREEK AND SAM NEELY RDS,STEELE CREEK & SAM NEELY RDS,CHARLOTTE,MECKLENBURG,35.12437,-80.97838
NONCD0002542,STEVENS CLEANERS,IONA AND MAIN STREET,FAIRMONT,ROBESON,34.496512,-79.113352
NONCD0002543,STEVECOKNIT FABRICS COMPANY,601 WILMINGTON ROAD,WALLACE,DUPLIN,34.7325,-77.987222
NONCD0002546,STOCK BUILDING SUPPLY,1701 NORTH SALEM STREET,APEX,WAKE,35.750662,-78.846683
NONCD0002550,NCDOT MARINE BLVD & US 17,MARINE BLVD & US 17,JACKSONVILLE,ONSLOW,34.77149,-77.39853
NONCD0002551,STONECUTTER MILLS CORPORATION,300 DALLAS STREET,SPINDALE,RUTHERFORD,35.361066,-81.932895
NONCD0002552,"USA DUTCH, INC.",3604 SOUTHERN DR,EFLAND,ORANGE,36.078767,-79.17398
NONCD0002553,STONEVILLE FURNITURE COMPANY,525 SOUTH HENRY STREET,STONEVILLE,ROCKINGHAM,36.462633,-79.907276
NONCD0002555,WHITEVILLE BUMPER & GLASS (FORMER),824 JEFFERSON ST,WHITEVILLE,COLUMBUS,34.338892,-78.684398
NONCD0002558,319 S WEST ST DEVELOPMENT,319 WEST ST,RALEIGH,WAKE,35.77661,-78.64583
NONCD0002560,SUNOCO #4-1475 - SOLVENTS,1138 N TRYON STREET,CHARLOTTE,MECKLENBURG,35.23583,-80.83083
NONCD0002561,SUNOCO BULK TERMINAL,RIVER ROAD,WILMINGTON,NEW HANOVER,34.18976,-77.95151
NONCD0002562,SUNSHINE MFG - PCE,HIGHWAY 52 SOUTH,ROCKWELL,ROWAN,35.548988,-80.392981
NONCD0002563,SUPERIOR INK COMPANY,4820 ROZZELLS FERRY ROAD,CHARLOTTE,MECKLENBURG,35.27378,-80.88992
NONCD0002564,ALLENS FARM SUPPLY,511 N 3RD ST,WILMINGTON,NEW HANOVER,34.24186,-77.94708
NONCD0002568,SWARTZ & SONS (SMITH METAL & IRON W,W. 3RD AND CEDAR,CHARLOTTE,MECKLENBURG,35.23081,-80.85389
NONCD0002569,"ARVIN MERITOR, INC",1000 ROCKWELL DR,FLETCHER,HENDERSON,35.41238,-82.51475
NONCD0002570,SWEETWATER MHP & BOBBY TAYLOR OIL COMPAN,SWEETWATER DRIVE,FAYETTEVILLE,CUMBERLAND,35.12188,-78.88209
NONCD0002571,"SYKES RESIDENCE, RONNIE",1456 GANT ROAD,GRAHAM,ALAMANCE,36.055364,-79.413344
NONCD0002574,MONROE RD PCE CONTAMINATION,4102 MONROE ROAD,CHARLOTTE,MECKLENBURG,35.19638,-80.79089
NONCD0002575,TAKEDA - BASF,101 VITAMIN DRIVE,WILMINGTON,NEW HANOVER,34.33388,-78.00753
NONCD0002576,CASWELL CENTER RESEARCH FARM,2415 W VERNON AVE,KINSTON,LENOIR,35.27928,-77.61406
NONCD0002579,TALON ZIPPER FACILITY (FORMER),500 HOVIS ROAD,STANLEY,GASTON,35.36763,-81.10653
NONCD0002582,TAU VALLEY APARTMENTS,237 WINSTEAD AVENUE,ROCKY MOUNT,NASH,35.96095,-77.84822
NONCD0002583,TAYLOR SALT & CHEMICAL 2,3915 GLENWOOD DRIVE,CHARLOTTE,MECKLENBURG,35.249686,-80.886682
NONCD0002584,LYNX LIGHT RAIL LINE/CHARLOTTE TRANSP,210 E TRADE ST,CHARLOTTE,MECKLENBURG,35.22484,-80.84162
NONCD0002585,TEMCO (FORMER VENTRA),2711 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,35.22297,-80.88675
NONCD0002587,TEXTILE PIECE DYEING,"HIGHWAY 321, NORTH BYPASS",LINCOLNTON,LINCOLN,35.483637,-81.246024
NONCD0002588,THE STORE - SILOAM,3069 SILOAM ROAD,SILOAM,SURRY,36.286322,-80.562266
NONCD0002589,THIRD AND CHURCH STREET,THIRD AND CHURCH STREET,CHARLOTTE,MECKLENBURG,35.22627,-80.84654
NONCD0002590,THOMAS BUILT BUSES - NONUST,412-RI RIDGEWAY PLACE,HIGH POINT,GUILFORD,35.939945,-80.02135
NONCD0002591,THOMAS CONCRETE,3701 N GRAHAM STREET,CHARLOTTE,MECKLENBURG,35.2675,-80.81558
NONCD0002592,THOMASVILLE FURNITURE-WINSTON SALEM,1201 NORTH PATTERSON AVENUE,WINSTON-SALEM,FORSYTH,36.10917,-80.24077
NONCD0002593,"RJS/STS, LLC PROPERTY-PARCEL 32",1320 S GRAHAM ST,CHARLOTTE,MECKLENBURG,35.22184,-80.85932
NONCD0002596,THONET PROPERTY #2,WISE STREET AND MEETING STREET,STATESVILLE,IREDELL,35.775555,-80.885555
NONCD0002597,BURLINGTON INDUSTRIES,1181 OLD CAROLEEN RD,FOREST CITY,RUTHERFORD,35.31578,-81.82118
NONCD0002599,TICAR CHEMICAL CO,PO BOX 4205,ASHEVILLE,BUNCOMBE,35.52095,-82.60526
NONCD0002600,"TILLETT CHEMICAL, INC.",316 COLLEGE STREET,PINEVILLE,MECKLENBURG,35.08668,-80.89029
NONCD0002602,HONEYWELL INTERNATIONAL,1845 WITHERS RD,MAIDEN,CATAWBA,35.56944,-81.19028
NONCD0002603,TIMKEN US CORP.,1510 HIGHWAY 221 SOUTH,RUTHERFORDTON,RUTHERFORD,35.31466,-81.93066
NONCD0002608,"TOMMY POLLARD PROPERTY, PARCEL 901",INTERSECTION OF HWY. 24 & 53,JACKSONVILLE,ONSLOW,34.75586,-77.48186
